RegionID,RegionName,RegionType,StateName,SizeRank,MSA,MSARegionID,2010-11,2010-12,2011-1,2011-2,2011-3,2011-4,2011-5,2011-6,2011-7,2011-8,2011-9,2011-10,2011-11,2011-12,2012-1,2012-2,2012-3,2012-4,2012-5,2012-6,2012-7,2012-8,2012-9,2012-10,2012-11,2012-12,2013-1,2013-2,2013-3,2013-4,2013-5,2013-6,2013-7,2013-8,2013-9,2013-10,2013-11,2013-12,2014-1,2014-2,2014-3,2014-4,2014-5,2014-6,2014-7,2014-8,2014-9,2014-10,2014-11,2014-12,2015-1,2015-2,2015-3,2015-4,2015-5,2015-6,2015-7,2015-8,2015-9,2015-10,2015-11,2015-12,2016-1,2016-2,2016-3,2016-4,2016-5,2016-6,2016-7,2016-8,2016-9,2016-10,2016-11,2016-12,2017-1,2017-2,2017-3,2017-4,2017-5,2017-6,2017-7,2017-8,2017-9,2017-10,2017-11,2017-12,2018-1,2018-2,2018-3,2018-4,2018-5,2018-6,2018-7,2018-8,2018-9,2018-10,2018-11,2018-12,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11
269330,Grant Park,Neighborhood,GA,1134,Atlanta-Sandy Springs-Roswell,394347,0.09,0.18,0.28,0.37,0.46,0.55,0.64,0.83,1.1,1.19,1.47,1.56,1.28,0.92,0.73,1.01,1.38,1.65,4.68,5.96,4.77,2.84,2.48,2.39,2.75,3.85,4.5,3.67,2.29,1.93,2.2,4.4,5.87,4.59,3.58,3.39,3.94,4.04,5.32,6.15,6.42,5.69,5.5,5.41,4.86,4.22,3.3,3.03,3.12,2.66,2.02,1.74,2.11,3.49,6.97,8.9,9.36,9.27,8.07,5.78,5.14,5.23,5.05,4.31,4.13,5.6,7.43,8.44,7.06,7.61,6.88,7.8,6.51,6.79,7.52,7.98,8.53,8.99,9.63,9.82,9.54,8.81,8.17,7.16,7.25,7.34,6.06,2.94,1.83,2.57,6.24,9.17,8.35,6.61,6.7,7.71,7.89,8.62,9.08,9.45,10,9.91,9.72,8.72,8.26,6.33,4.95,3.21,3.76
275890,Virginia Highland,Neighborhood,GA,1159,Atlanta-Sandy Springs-Roswell,394347,1.47,0.83,0.55,0.46,0.37,0.18,0.09,0.28,1.01,2.94,1.83,1.19,0.64,0.73,0.92,1.1,1.28,2.11,3.39,4.13,2.75,2.2,2.39,3.12,3.49,2.48,1.74,1.56,1.93,3.3,4.86,4.4,2.84,2.66,2.29,2.57,3.03,4.31,5.69,3.58,1.65,1.38,2.02,5.32,7.06,6.88,6.79,6.24,5.87,5.05,4.04,4.77,5.96,8.35,9.08,8.81,8.07,6.7,6.42,6.06,5.6,4.22,3.76,3.94,4.95,6.97,7.61,7.8,8.17,8.44,8.9,8.99,8.53,7.71,6.61,6.33,6.15,7.25,8.62,9.63,9.36,9.17,7.89,7.52,7.43,9.27,9.54,8.72,7.34,7.98,9.72,9.91,10,9.82,9.45,8.26,7.16,6.51,4.59,3.67,3.21,3.85,4.5,4.68,5.14,5.41,5.5,5.78,5.23
269457,West Augusta,Neighborhood,GA,1185,Augusta-Richmond County,394352,5.6,5.23,4.13,4.22,3.39,3.03,3.21,3.85,4.04,3.49,2.57,2.94,3.3,4.4,4.31,4.68,5.32,5.96,6.42,5.87,5.14,2.2,1.38,0.83,0.46,0.64,0.55,1.01,0.73,1.19,2.11,4.59,6.15,2.66,2.75,1.65,2.29,1.56,1.74,1.83,2.39,3.12,5.5,3.94,2.48,1.93,4.86,6.88,5.69,3.67,1.47,2.02,3.76,5.05,2.84,1.1,0.28,0.92,3.58,6.7,8.26,7.98,4.5,0.37,0.09,0.18,1.28,5.78,7.89,7.43,6.33,6.61,7.8,9.27,9.45,8.35,7.34,6.79,7.61,8.44,8.62,8.72,8.81,8.53,8.07,7.16,6.97,4.95,6.24,7.25,8.9,8.99,9.17,9.54,9.82,9.72,9.36,7.71,6.51,5.41,4.77,6.06,7.06,7.52,8.17,9.08,9.91,10,9.63
129705,Kirkwood,Neighborhood,GA,1200,Atlanta-Sandy Springs-Roswell,394347,1.74,2.39,3.03,2.11,1.47,0.64,0.28,0.18,0.09,0.37,0.83,1.19,1.28,1.01,0.73,0.55,0.92,0.46,1.1,1.38,1.65,1.56,2.02,2.29,2.94,4.68,7.25,7.89,8.07,7.34,6.42,6.24,6.33,6.51,5.87,5.6,5.5,4.95,4.31,3.67,4.4,4.59,3.85,2.84,2.48,3.49,3.39,3.3,2.2,1.93,1.83,3.12,5.05,7.71,8.17,9.63,9.27,8.72,8.53,7.8,6.79,4.5,3.58,4.13,6.06,7.98,8.81,8.44,8.26,8.99,9.36,9.54,9.17,8.35,6.88,6.61,8.62,9.91,10,9.82,9.08,7.43,7.16,7.52,8.9,9.45,9.72,7.61,5.69,2.66,3.21,3.76,6.15,5.96,5.14,5.41,5.32,6.7,6.97,7.06,4.86,4.22,3.94,5.23,5.78,4.77,4.04,2.75,2.57
132788,Windsor Forest,Neighborhood,GA,1250,Savannah,395070,2.29,2.84,2.94,3.12,2.57,2.2,1.65,1.28,1.56,1.83,2.02,2.39,3.39,4.04,3.94,3.49,2.75,0.46,0.18,0.09,0.28,0.37,0.55,0.83,1.1,1.01,1.93,1.19,1.38,0.92,0.73,0.64,1.74,3.76,4.77,4.5,2.66,2.48,3.85,4.95,6.15,5.87,6.06,5.6,5.05,5.32,5.69,6.88,7.16,8.07,7.34,8.35,7.52,8.53,8.81,7.61,7.06,5.96,5.41,4.59,4.22,4.31,4.68,4.86,4.4,3.67,3.03,3.21,4.13,5.23,6.61,8.26,8.62,8.17,7.98,7.8,7.71,6.79,6.51,6.42,6.97,7.43,7.25,6.24,5.5,6.33,8.72,9.63,9.36,9.27,9.45,9.82,9.08,9.17,8.99,9.72,9.54,8.9,8.44,6.7,5.14,3.3,1.47,2.11,3.58,5.78,7.89,10,9.91
763239,Ashford Park,Neighborhood,GA,1286,Atlanta-Sandy Springs-Roswell,394347,1.19,1.01,0.64,0.37,0.46,0.28,0.09,0.18,0.92,2.02,1.74,1.56,2.2,2.48,1.65,1.1,0.73,1.28,2.39,3.3,3.49,4.77,5.78,4.86,3.21,2.11,1.83,2.29,2.75,3.85,5.69,7.89,7.43,5.5,4.31,4.4,6.06,7.71,7.52,6.7,7.16,9.17,9.72,9.54,9.08,8.81,8.35,7.34,8.62,8.72,6.42,1.38,0.55,0.83,4.04,8.17,8.26,7.61,7.25,5.41,4.22,3.39,3.03,2.84,3.12,4.68,5.87,5.6,4.59,3.67,2.66,1.93,1.47,2.57,3.58,3.94,4.5,5.23,6.79,6.88,6.51,6.24,5.96,6.33,6.97,8.07,8.9,9.82,9.45,8.44,7.06,8.99,10,9.91,9.36,7.98,9.27,9.63,8.53,5.05,2.94,3.76,5.32,6.61,7.8,6.15,5.14,4.13,4.95
274926,Ormewood Park,Neighborhood,GA,1335,Atlanta-Sandy Springs-Roswell,394347,1.38,1.19,0.83,0.46,0.37,0.55,0.64,0.73,1.28,1.83,1.93,1.1,1.01,0.92,1.56,1.74,0.28,0.09,0.18,2.11,2.75,2.94,2.48,2.39,2.66,3.03,2.84,3.12,3.3,4.95,5.87,6.61,5.96,5.41,4.31,4.04,2.57,2.2,1.47,1.65,2.02,2.29,3.21,5.78,7.43,6.7,5.6,4.68,3.85,4.86,5.32,5.5,4.77,3.76,5.23,6.15,6.97,5.69,5.05,3.67,3.58,3.39,4.13,4.4,5.14,6.24,8.07,9.08,8.9,7.89,7.61,7.25,6.79,6.06,6.51,7.71,9.54,9.82,10,9.91,9.63,9.45,9.36,9.17,8.44,8.35,8.99,8.53,6.88,6.42,7.06,7.98,8.17,8.26,8.81,8.62,7.52,7.34,6.33,7.8,8.72,9.72,9.27,7.16,4.59,4.5,3.49,4.22,3.94
128368,East Atlanta,Neighborhood,GA,1340,Atlanta-Sandy Springs-Roswell,394347,1.19,1.01,0.83,0.55,0.37,0.18,0.09,0.28,0.46,0.73,0.64,0.92,1.1,1.28,1.38,1.47,1.74,2.57,2.75,2.29,1.83,2.02,1.93,2.39,2.66,3.3,3.21,3.58,3.67,4.04,4.4,5.05,5.23,5.32,5.14,4.95,4.77,4.5,4.13,3.85,2.84,2.2,1.56,1.65,2.11,2.48,2.94,3.12,3.39,3.76,4.22,4.59,5.69,6.97,7.34,7.71,7.8,7.52,7.61,7.89,8.17,8.44,8.35,8.62,7.98,8.26,8.99,9.36,9.72,9.17,9.45,9.27,9.08,8.81,8.72,9.54,9.82,10,9.91,9.63,8.9,8.53,8.07,7.43,7.25,7.06,6.15,5.87,5.5,5.78,6.24,7.16,6.88,6.79,6.42,6.61,6.7,6.51,6.33,6.06,5.96,5.6,5.41,4.86,4.68,4.31,3.94,3.49,3.03
273604,Edgewood,Neighborhood,GA,1369,Atlanta-Sandy Springs-Roswell,394347,0.64,0.83,0.73,0.55,0.46,0.28,0.09,0.18,0.37,0.92,1.01,2.57,2.2,2.02,2.29,2.48,2.66,2.84,3.21,2.11,1.65,1.1,1.47,1.19,1.56,1.93,2.94,3.3,3.49,3.94,4.22,5.23,5.78,4.95,5.5,4.68,5.69,4.13,3.03,1.83,1.28,1.38,1.74,3.85,5.96,6.51,5.32,4.31,4.86,5.41,4.59,3.67,2.39,2.75,4.04,7.06,7.34,8.26,9.08,9.45,8.9,7.8,7.25,6.88,6.15,5.6,4.4,5.05,6.06,7.52,8.17,8.53,7.98,6.79,4.77,5.14,7.43,9.72,10,9.91,9.82,9.54,9.63,9.36,8.99,8.07,7.16,6.33,6.42,7.71,8.62,7.89,8.44,8.35,9.17,8.81,8.72,9.27,7.61,6.97,5.87,6.7,6.61,6.24,4.5,3.76,3.58,3.39,3.12
269325,Garden Hills,Neighborhood,GA,1371,Atlanta-Sandy Springs-Roswell,394347,2.2,2.66,2.94,4.04,4.5,3.76,2.11,1.1,0.83,1.01,1.19,1.65,1.74,1.83,2.02,1.28,0.55,0.09,0.18,0.64,2.29,3.03,3.39,1.93,0.92,0.28,0.37,0.46,1.47,4.59,6.06,8.07,5.14,2.75,1.56,2.48,4.77,8.26,8.62,6.97,4.86,4.4,5.32,6.7,6.79,6.15,6.88,7.8,8.9,9.17,7.52,5.41,3.85,3.94,4.13,4.95,6.24,6.33,4.31,2.84,2.57,3.67,5.05,7.25,8.35,8.99,9.36,9.27,7.89,5.96,5.87,5.5,6.61,7.06,8.44,7.71,7.34,5.78,6.51,5.23,6.42,5.6,7.61,7.43,8.17,8.53,8.81,9.54,9.82,9.63,9.45,7.16,7.98,9.08,9.91,10,9.72,8.72,5.69,4.68,3.3,3.49,3.12,4.22,3.21,3.58,2.39,1.38,0.73
269406,Peachtree Heights West,Neighborhood,GA,1381,Atlanta-Sandy Springs-Roswell,394347,8.9,9.17,8.99,8.35,8.07,7.8,7.25,7.34,7.98,8.26,7.61,7.71,8.17,8.72,5.87,4.95,2.57,1.83,0.83,1.01,2.84,4.77,6.61,6.33,5.14,3.94,3.12,2.2,1.56,1.38,2.02,2.75,3.03,2.11,0.28,0.18,0.09,0.55,3.58,7.52,6.88,4.22,1.74,1.93,2.66,3.76,4.31,4.4,4.59,5.23,6.06,5.6,3.39,2.29,2.39,3.85,4.68,5.78,5.41,4.86,4.04,2.94,1.28,0.37,0.46,0.92,3.3,5.05,6.79,6.51,4.5,3.21,1.65,1.1,1.19,1.47,2.48,4.13,6.24,8.81,6.42,6.7,7.43,9.91,9.54,8.53,6.15,5.69,5.32,7.16,9.27,10,9.72,9.82,9.63,9.08,8.62,8.44,7.06,3.49,0.73,0.64,3.67,7.89,9.36,9.45,6.97,5.5,5.96
269447,Underwood Hills,Neighborhood,GA,1391,Atlanta-Sandy Springs-Roswell,394347,1.01,1.19,1.38,1.47,1.28,1.1,0.83,0.55,0.46,0.73,0.92,1.56,1.83,2.48,2.29,2.11,2.02,2.39,1.74,2.2,2.57,3.49,1.93,0.64,0.09,0.28,0.18,0.37,1.65,3.3,7.89,6.42,5.32,4.13,3.03,3.58,4.04,6.06,6.33,4.77,4.4,4.68,7.52,7.61,6.88,6.15,5.5,4.59,3.94,3.39,2.84,2.75,2.94,3.67,4.22,5.23,6.24,6.61,7.43,7.98,8.17,7.8,7.06,5.41,3.76,3.12,3.85,5.78,5.96,5.87,5.69,6.79,7.34,6.97,5.6,4.95,5.05,4.86,4.5,5.14,6.51,8.72,8.07,8.62,8.9,9.54,9.27,8.35,8.26,9.08,9.72,9.82,9.91,10,9.63,9.36,8.81,9.45,9.17,8.99,7.25,7.16,7.71,8.44,8.53,6.7,4.31,3.21,2.66
129069,Grove Park,Neighborhood,GA,1406,Atlanta-Sandy Springs-Roswell,394347,8.62,9.17,9.36,9.08,8.53,8.35,8.07,7.98,7.8,4.68,3.3,0.18,0.55,1.65,2.11,1.74,1.56,1.19,1.38,2.02,2.48,2.84,2.2,1.47,0.83,1.01,0.64,0.73,0.37,0.46,0.09,0.28,1.1,2.94,2.57,3.39,4.13,5.23,5.69,5.6,5.32,7.06,8.17,8.9,7.25,6.15,4.4,3.58,0.92,1.28,1.83,2.75,3.21,3.67,4.31,4.5,4.22,3.94,4.77,5.05,6.42,5.5,3.85,3.49,3.12,4.59,4.86,7.16,7.61,5.14,4.04,3.03,1.93,2.39,2.29,2.66,3.76,4.95,7.71,6.88,5.87,5.41,5.78,5.96,6.33,6.24,6.7,7.52,9.45,9.54,9.63,9.82,9.91,10,9.72,9.27,7.34,7.43,8.26,8.72,8.81,8.99,8.44,7.89,6.97,6.79,6.61,6.06,6.51
763590,Godley Station,Neighborhood,GA,1445,Savannah,395070,2.02,2.57,3.21,3.39,2.48,1.1,0.73,0.92,1.65,2.11,2.66,3.49,4.86,4.68,3.94,4.4,4.95,4.5,3.03,3.12,4.13,3.67,3.58,4.31,3.76,1.19,0.46,0.09,0.18,0.28,0.37,0.64,2.84,5.78,5.5,2.29,1.47,1.83,2.39,1.74,0.83,1.28,3.85,6.15,6.97,7.06,7.43,7.89,8.35,8.62,8.9,8.99,8.72,9.08,9.17,9.27,9.45,9.63,9.72,8.44,6.7,5.41,5.32,5.05,3.3,2.2,2.94,5.14,5.87,6.42,6.33,6.61,7.52,7.61,7.25,4.59,1.01,0.55,1.38,5.23,6.51,7.16,7.8,8.26,7.34,6.24,4.77,4.22,5.69,7.98,9.82,10,9.91,9.54,9.36,8.81,7.71,6.06,2.75,1.56,1.93,4.04,5.6,5.96,6.88,8.07,8.53,8.17,6.79
399509,Atlantic Station,Neighborhood,GA,1450,Atlanta-Sandy Springs-Roswell,394347,1.1,0.92,0.64,0.46,0.37,0.55,0.73,0.83,1.19,1.38,1.47,1.28,1.56,1.65,1.83,2.2,3.3,4.68,6.97,6.79,5.78,4.59,3.67,2.66,3.21,3.94,4.95,5.5,7.34,7.98,8.35,8.53,8.17,6.51,6.24,5.96,7.25,7.16,4.5,4.04,2.84,3.12,3.76,5.05,6.61,7.61,6.06,4.31,2.75,2.39,1.93,1.74,0.28,0.18,0.09,1.01,3.39,5.41,5.69,7.06,6.42,5.87,4.77,3.85,3.49,4.4,6.15,8.44,8.81,8.62,9.08,8.72,7.52,5.23,3.58,2.94,2.29,3.03,5.32,8.07,9.54,8.9,7.8,6.33,6.88,7.71,7.89,8.99,9.17,9.45,9.63,9.36,9.27,9.72,9.91,10,9.82,8.26,4.86,2.57,2.11,2.02,2.48,4.13,5.6,7.43,6.7,5.14,4.22
